,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,DTN_adjacent,DTN_hit,4.9280940683835315,9.886902855859244,-4.9588087874757125,3.715125264576605,-1.3347622043212166,0.19859284549086087,-0.5717016719460845
