,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,SGN_contra_to_LMN_avg_count,SGN_ipsi_to_LMN_avg_count,4.040475406658329,3.2520825086113385,0.7883928980469905,1.0530773829344526,0.7486561869272079,0.4598942357936827,0.2580170778159878
