,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,LMN_adjacent,LMN_hit,3.852856285627766,3.301983410979948,0.5508728746478178,1.0931093750924878,0.5039503705667225,0.6179772932943268,0.1793775818230132
