,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,DTN_adjacent,DTN_hit,3.695237228753063,9.148807775137362,-5.453570546384299,2.9662371353247545,-1.838548402431494,0.07838939247274901,-0.700440618685134
