,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,SGN_contra_to_DTN_avg_count,SGN_ipsi_to_DTN_avg_count,9.475822501390505,2.9487170758549746,6.527105425535531,2.864134158449657,2.27891050643683,0.031859313678011536,0.8656350130112361
