,A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges
0,SGN_contra_to_DTN_avg_count,SGN_ipsi_to_DTN_avg_count,11.22333133604799,3.591665588194787,7.631665747853202,3.454355267635237,2.2092880310708876,0.04035415221845495,0.9462761659602246
