,Source,SS,DF,MS,F,p-unc,np2
0,DTN_group,122.94892295373174,1,122.94892295373174,2.9624314230795203,0.10449478542894346,0.15622634866718046
1,ipsi_contra,291.2116104347789,1,291.2116104347789,7.016689571507926,0.017508309293577985,0.30485224861327576
2,DTN_group * ipsi_contra,286.93909559222516,1,286.93909559222516,6.9137441213072925,0.01821826481103733,0.3017291318566424
3,Residual,664.0433098075813,16,41.50270686297383,,,
